task_id,question,answer,guidelines,level,clusters,referred,referred_question
2578,"Looking at the month of January, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the minimum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 8]","[1871, 2697]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1631,"For account type F, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 500 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2518,In the year 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=787 changed to 99?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
66,What boolean factors contribute to a cheaper fee rate if set to False?,,"Answer must be a list of values in comma delimited list, eg: A, B, C. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[7, 6]","[1871, 1753]",In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?
889,What is the average transaction value grouped by aci for Crossfit_Hanna's GlobalCard transactions between June and August 2023?,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2576,"During 2023, imagine if the Fee with ID 787 was only applied to account type O, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 3]","[1871, 1305]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2404,In June 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=141 changed to 99?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 4]","[1871, 1464]",In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || What is the fee ID or IDs that apply to account_type = R and aci = B?
53,How many transactions were flagged as fraudulent?,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[8, 2]","[2697, 1273]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1679,"For account type S, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1643,"For account type F, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1344,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
