task_id,question,input_fields,output_fields,answer,guidelines,level
2532,"Imagine the merchant Belles_cookbook_store had changed its MCC code to 7523 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","merchant_data.merchant, merchant_data.merchant_category_code, payments.year, payments.eur_amount, payments.merchant",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1645,"For account type F, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2664,"Looking at the month of September, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic in order to pay the minimum fees?","payments.merchant, payments.card_scheme, payments.year, payments.day_of_year, payments.eur_amount, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1594,"For account type H, what would be the average fee that the card scheme NexPay would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals.","payments.card_scheme, payments.eur_amount, merchant_data.account_type",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1278,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 50 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1743,What are the applicable fee IDs for Golfclub_Baron_Friso in 2023?,"payments.merchant, payments.year, merchant_data.merchant, merchant_data.merchant_category_code, fees.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1506,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 10 EUR?","payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1682,"For the 12th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?","payments.merchant, payments.day_of_year, payments.year, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2715,"For Martinis_Fine_Steakhouse in April, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, payments.aci, fees.aci",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1515,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 5000 EUR?","payments.eur_amount, payments.card_scheme, fees.monthly_volume, fees.is_credit",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1713,"For the 100th of the year 2023, what is the total fees (in euros) that Belles_cookbook_store should pay?","payments.merchant, payments.year, payments.day_of_year, payments.eur_amount, fees.mcc, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1851,What are the total fees (in euros) that Martinis_Fine_Steakhouse paid in May 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1699,"For the 10th of the year 2023, what are the Fee IDs applicable to Martinis_Fine_Steakhouse?","payments.merchant, payments.year, payments.day_of_year",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1747,What are the total fees (in euros) that Crossfit_Hanna paid in 2023?,"payments.merchant, payments.year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2755,"For Martinis_Fine_Steakhouse in December, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, fees.aci, payments.aci, payments.shopper_interaction",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
